comment,sentiment
افسردگی عالی,satisfied
برای جوانسازی صورتم پیش ایشون هر 6 ماه یکبار دیسپورت میزنم . خیلی کارشون عالیه,satisfied
از کار ایشون راضی هستیم,satisfied
باسلام وخسته نباشیداز آقای دکتر . منبرای رژیم درمانی مراجعه کردم که باموفقیت ونتیجه عالی به وزن ایدالم رسیدم . . . باتشکر,satisfied
رودستش نیست منو از مرگ تدریجی نجات داد,satisfied
از باسواد ترین و با اخلاق ترین پزشکانی که تا الان دیدم,satisfied
با سلام به نظر من این یک دکتر خوبه تازه پیداش کردم همسرمو بردم پیشش وخیلی امیدوارم که خوب می شه . اون در ناحیه گردن دیسک داره . . . . . این دکتر با حوصله ویزیتش کرد ، به نظر من اون تو کارش استاده و می شه بهش اعتماد کرد .,satisfied
ایشون عالین . نداریم بهتر از ایشون .,satisfied
ایشان بسیار توانا هستن و الان مدت نه ماه است که دخترم تحت نظر ایشان بوده و راضی هستم,satisfied
آلرژی شدید ، خیلی بهتر شدم .,satisfied
باردار بودم و هر ماه میرفتم کچاپم میکرد,satisfied
ایشون دندون های خواهرم رو ارتودنسی کردند ، نتیجه عالی بود,satisfied
ایشان برای ما که خیلی خوب بود و ممنونشان هستم,satisfied
ایشون عالی هستن ازهمه نظر,satisfied
ایشون علاوه بر درمان صنعتی بسیار در امر مشاوره توانمند هستن,satisfied
برای انجام کلیه سونوگرافی ها و به خصوص انجام سونوگرافی تیرویید مادر خود و fNAبه ایشان مراجعه شده و یکی از بهترین پزشکان و متخصصین در امر تشخیص در گیلان هستند,satisfied
ایشون عاااالین انشالا خدا حفظشون کنه,satisfied
اندسکپی وکلو نسکپی ربسیار عالی بود,satisfied
آسم خفیف و نتیجه بسیار عالی,satisfied
12 کیلو اضافه وزن داشتم و در مدت 6 ماه با فرمی ایده ال به وزن مطلوب رسیدم,satisfied
آقای دکتر بسیار باحوصله حاذق هستند . گردن درد و کمر درد شدید داشتم به ایشان مراجعه نمودم ممنون از تشخیص و درمان بسیار عالی ایشان,satisfied
دلسوزترین دکتر دنیا اصلا قضاوتت نمی کنه آقا انسان با مرام با محبت با سواد,satisfied
آرتروز گردن . . . بهبودی حاصل شد,satisfied
اصلا ایشون نیاز به تعریف نداره تکه,satisfied
آلرژی داشتم چند سال خوب بودم دوباره شروع شده,satisfied
ایشون بهترین هستن ومن برای سونوهای بارداری مراجعه میکردم,satisfied
با توجه به بیماری بنده مشکلات این جانب رو به بهبودی هستش,satisfied
با سلام پدر من سرطان پروستات داشتند و با جراحی آقای وکتر عظیمی شهرابی بهبودی کامل را بدست اوردند . از آقای دکتر تشکر میکنم,satisfied
Khahare mn pish ishun amal krdn awli shode . mn niz chenin qasdi darm,satisfied
براب درمان اعتیاد خیلی راضیم,satisfied
افسردگی ، نتیجه خیلی عالی,satisfied
متعهد و عالی,satisfied
با یک بار مراجعه به ایشان مشکلم رفع شد کارشون عالیه,satisfied
ایشان بسیار با حوصله هستند وبه دقت بیدارشان را ویزیت میکنند . من خیلی از ایشان راضی هستم .,satisfied
از کارشون راضی هستم,satisfied
ایشان مجرب و با تجربه میباشند,satisfied
آسم ولی چندسال خوب شدم,satisfied
برام واریس لیزر اراف کردن فوق العاده عالی بود هم قیمتش به همدان و تهران نصف بود هم عالی شده پاهام,satisfied
اعصاب وروان کارکرد پزشکی آن عالیست,satisfied
ایشون بسیار با اخلاق و ماهر هستند . آرامش ایشون در طی درمان در شرایطی که با درد مراجعه میکنید واقعا تسکین دهنده است . محیط مطب هم کاملا بهداشتی ، آرام است . قطعا ایشون رو توصیه میکنم .,satisfied
آقای دکتر مهدی خواجوی از جراحان پنجه طلا در تهران هستن و مادر من رو عمل کردن که مشکل دیسک کمر حاد داشتن و پزشکای دیگه به خاطر پیچیدگی عملشون رو قبول نمیکردن . همیشه دعاشون میکنم,satisfied
التهاب روده داشتم ، با قرص خوب شدم . دکتر سیاح رو به همه دوستان که مشکل گوارش دارن پیشنهاد میکنم,satisfied
ایشون فوق العاده هستن باجرات میتونم بگم ک اولین دکتری هستند ک هم ازنظراخلاق وهم ازنظر تجربه کاری بی نظیرو فوق العاده اندهمیشه براشون ارزوی موفقیت میکنم و خداروشکرمیکنم ک همچین خانم دکتر ماه وگلی رو پیدارکردم وتونستندمشکل من روحل کنند,satisfied
او پزشک بسیار خوبیست,satisfied
انسان وارسته ای هستند خدا ازنسل این دکترهارازیاد کند کارشان هم خوب است بیمارما تحت درمان است,satisfied
برادرم مشکل سوراخی مادرزادی قلب داشت . ومدیون خانم دکتر هستیم,satisfied
برای بارداری اولم دکترم بودن سزارین بی دردی و عالی با بخیه های فوق العاده,satisfied
اره کمک میکند,satisfied
ایشان هم به لحاظ علمی و هم اخلاقی جز بهترین ها هستند,satisfied
بارداری و زایمان خدمتشون بودم . . . . . باتجربه بودنش باعث شد خاطرات خوبی برام بمونه . . .,satisfied
افسردگی داشتم . . . و الان حالم خیلی خوبه,satisfied
بچه ام مشکل لوزه داره بهتر شد,satisfied
انسداد عروق قلبی خدا رو شکر الان بهترم آنژیوپلاستی,satisfied
با سلام بزرگترین ایراد مطب دکتر وقتای طولانی شونه . نداشتن اسانسور در مطب صارمی واز مزیتهای مطب منظم بودن و اینکه جناب دکتر وقت زیادی بیمار میگذارد داروی کمتری میدهد و سعی میکند با مشاوره و رواندرمانی مشکل بیمار را حل کند,satisfied
بخاطر قرمزی پوست و ریزش ابرو دوهفته پیش ویزیت شدم و خداراشکر کمی بهبود حاصل شد,satisfied
من زونا گرفتم خفیف بود خوب شدم,satisfied
6سال پیش دندون هاموپرکردم راضی ام,satisfied
ایشالا سلامت باشن که زانودردم خوب شده,satisfied
ایشان دکتر بسیار مهربان خوش برخورد با تشخیص خوب و به موقع هستند و متاسفانه منشی و دستیار بسیار بد خلق و بد برخورد دارند . طوری که هر بار در مطب احساس تحقیر شدن از این رفتارهای نامحترمانه ، مشکل اصلی را از یاد آدم میبرد . و هر بار فکر میکنم آدم بهتر است بمیرد تا به ادامه درمان فکر کند . افسوس که سرطان مرگ آنی ندارد و کار را یکسره نمیکند .,satisfied
ایشان دکتر وارد به کارشان هستند ، من یک کیست درکنارشقیقه ام داشتم که محل خطرناکی بود وایشان به راحتی آن راعمل کره والان هم هیچ اثری ازآن نیست .,satisfied
از راهنمایی و تشخیص های دقیق دکتر بسیار ممنون و سپاسگزارم,satisfied
با درود ، جناب آقای دکتر خیلی به روز و دقیق هستند و دارو اصلا زیاد و بی مورد به بیمار نمیدهد,satisfied
از درد کمر و درد پا رنج می بردم ، به توصیه دوستان به مطب دکتر قمی فر مراجعه و دستور ورزش های درمانی گرفتم ، پس از مدت کوتاهی دردها برطرف و به سلامتی رسیدم ، خداوند حافظش باشد .,satisfied
ایشان با خوصله و با دقت اند,satisfied
باسلام . بسیار پزشک خوش اخلاق وبا تجریه . . . برای بیمارهای ما درمانگر بسیار خوبی بودند .,satisfied
ازمتخصصی شاخص ایران میباشند,satisfied
انشالله مثمر و خوب باشد,satisfied
تشخیصشون عالیه به من وقت لیزر دادن انشالله برم تا نتیجه بگیرم,satisfied
ایشان فردی وارسته ، صبور و بسیار خوش اخلاق هستند . صد البته تشخیص به موقع بیماری ها را از خصوصیات بارز علمی ایشان می توان برشمرد . از خداوند مهربان برای این پزشک عالم ، عمری پربرکت و باعدت آرزو می کنم .,satisfied
ایشان فوق العاده تشخیص خوبی دارند,satisfied
ایشان دکتری بسیار با تجربه و کار بلد هستند,satisfied
ایشون دکتری با اخلاق و با دقت هستند من راضی هستم,satisfied
استاد تمام,satisfied
بخاطر هپاتیت روماتیسمی خودایمن 3سال زیر نظرشون هستم . شیراز گفتن پیوند کبد لازمه . دکتر با 3مدل قرص کاملا من را دوباره زنده کرد . آقای دکتر هنیشه دعاگوت هستم . بیمارتون خانم مرادی از مسجد سلیمان,satisfied
انگشت پدرم عفونت داشت که همه پزشکان موافق قطع انگشت بودند ولی خوشبختانه دکتر پور احمد با طبابت عالی خودشون مانع اینکار شدند و پدرم کاملا درمان شدند,satisfied
آرتروز وبهترشدم,satisfied
آزمایش قبل از بارداری بهترین تشخیص را دادند,satisfied
باسلام ازدیدمن بزرگترین وبهترین متخصص اعصاب وروان در تاریخ کشور ایران ودنیاخانم دکترندافرزانه است . وکلیددرمان مادام العمر بیماریهای روانپزشکی دردست ایشان است . باتقدیم احترام به خانم دکتر فرزانه .,satisfied
پزشکی است شریف و فداکار,satisfied
awli hastan,satisfied
انجام سونوگرافی بسیار دقیق شکم و لگن,satisfied
از نظر دانش روز پزشکی خانم دکتر کاشانی یکی از به ر ین اطبا ایران هستند . از نظر دانش روز پزشکی خانم دکتر کاشانی یکی از به روز ترین جراحان ایران هستند,satisfied
با سلام من برایدخترم به ایشان مراجعه کردم و خیلی از تشخیص و درمان ایشان راضی هستم و واز ایشان سپاس بگذارم,satisfied
اسیب دیدگی مینیسک و بهبوددی,satisfied
با سلام مادرم فتق ناف خیلی بزرگ داشت پیش هر دکتری میرفتیم یا میگفتن کار ما نیست یا کلی ناامیدمون میکردن و میگفتن ریسک خیلی بالایی داره اما دکتر احمدی نژاد مادرمو عمل کرد حال مادرم بسیار خوب است . . با جرات میتونم بگم بهترین دکتر تو کل ایران خدا برای هممون نگهش داره خیلی خیلی خیلی ممنونم ازش,satisfied
با سلام به نظر بنده ایشان نعمتی هستند برای جامعه پزشکی ایران,satisfied
باردار بودم و ایشون کارشون و تشخیصشون عالی بود,satisfied
بسیار صبور دقیق و علمی هستن رژیم های کاملا قابل اجرا میدن,satisfied
برای ان تی رفتم خیلی خوب بود,satisfied
آقای دکتر احمد رضا جمشیدی بسیار حاذق هستن و درتشخیص و درمان بسیار دقیق ایشون بی نظیرن بی نظیر,satisfied
افسردگی و نتیجه درمان عاااالی,satisfied
ب نظرم دکتر خیلی خوبی هستن خیلی خونسرد هستن و حتی تلفنی هم جواب سوال هایی ک داشتم ازشون رو دادان,satisfied
از سیرجان برای لابیوپلاستی خدمتشون اومدم که با لیزر در کلینیک راضیه فیروز انجام شد . بسیار عالی بود,satisfied
ایشان فوق العاده است مخصوصا تشخیص زودهنگام و سریع که نه نصف درمان به نظر من تشخیص همه درمان است,satisfied
با سلام واقعا تشخیص خوبی دارن,satisfied
ایشون در تشخیص بیماری های روماتیسمی فوق العاده دقیق و خوش برخورد می باشد,satisfied
15 سال پیش کمر درد داشتم رفتم خدمت ایشون خوب شدم . . . ب جای داروی زیاد بهم چند ورزش یاد داد خدا رو شکر خوب شدم,satisfied
با سلام مرکز مشاوره راه سبز رو برای مشاوره تحصیلی انتخاب کردم و بسیار راضی بودم,satisfied
انحراف بینی عمل کردم خوب شدم,satisfied
باسواد با حوصله و مهم تر اینکه تعیین تکلیف می کنند,satisfied
باسلام . . . من بچم چندساله زیر نظر خانم دکتر قیصری هست واقعا دکترخیلی خوبیه خدا ازش راضی باشه,satisfied
ایشان دکتر خوب با اخلاق و حازق هستند,satisfied
باحترام به ایشان تشخیصشون نسبت به سایر پزشکانی که من رفته_بودم در خصوص مشکل من صجیحتر بود,satisfied
ایشان متخصصی مطلع و هم جانبه نگر هستند فقط روش ایشان کتابی و کلیشه ای نیست من به خاطر مشکل شغلی در محیط کار به ایشان مراجعه کردم و نتیجه گرفتم,satisfied
ep شدم ودکتر واقعا نجاتم داد . دلسوز ومتعهد . عالی هستن,satisfied
ایشون هم کارشون و هم اخلاقشون عالی هست,satisfied
بچه ام مشکل نفس کشیدن داشت . چون ریه اش کامل نشده_بود . وفقط دکتر یوسفی فهمید مشکلش چیه ودارو هایی که داد عالی بود و به مرور زمان خوب شد,satisfied
باسلام طلا بیست,satisfied
ایشان در رابطه با عمل آنژیوگرافی بسیار حاذق میباشند,satisfied
آشنایان عمل داشتن و راضی بودن,satisfied
با سلام من پسرم و از وقتی 9 روزش بود میبرم پیش خانم دکتر واسه همه چی هم چکاپ هم وقتی مریض میشه بسیار عالی هستن مهربون با حوصله و خیلی خوب همه چیو توضیح میدن و روی کاغد هم برات یادداشت میکنن من واقعا راضی هستم,satisfied
آقای دکتر بسیار حاذق هستند و با صبر و حوصله بیمار را ویزیت میکنند,satisfied
با سلام فقط اینو می تونم بگم که بچه من اول خدا بعد خانوم دکتر نجاتش داد ، تشکر میکنم از خانوم دکتر,satisfied
افسردگی داشتم . . که با مراجعه به آقای دکتر رحیمی خیلی بهتر شدم,satisfied
ایمپلنت انجام دادم,satisfied
باکمال تشکروسپاس فراوان اززحمات خانم دکتر فروغ سلطانی نژاد سلامتی خودرامرهون زحمت ایشان میدانم,satisfied
ایشان دکتر روانپزشک بنده هستند . پزشکان زیادی مراجعه داشتم قبلا . تنها پزشکی که توانستم ادامه بدهم جلسات رو ایشان بوده . بسیاری از استاندارد های جهانی و علمی رو مطلع هستند و خیلی حرفه ای کارشون رو انحام میدن . انصاف خیلی خوب و اخلاق انسانی و حرفه ای شونو به خوبی رعایت میکنند برخلاف ۹۰ درصد پزشکان که رعایت ننیککن و احیانا بلد هم نیستن,satisfied
ایشان دکتر خوبی هستند و به درد بیمار کاملا توجه میکنند .,satisfied
بابام سنگ داشته عملش کرده الان بابام خوب خوب شده دکتر عالی,satisfied
2هفته هست که عمل کردم هیچ مشکلی ندارم بسیار دکتر خوش اخلاق هست,satisfied
برااگزمای سکه ایی . عالییی بودفقط یه دارونوشتن,satisfied
ازمایش ژنتیک . خوب,satisfied
آقای دکتر هردومفصل زانوی مادرم را تعویض کردند و به سالها درد و رنج مادرم پایان دادند . بسیار باحوصله و دقت ویزیت میکنند و درکارشان متبحرند .,satisfied
اخلاق ایشون فوقالعادهاس . آرامشبخش خانواده بیمارها هستند . تخصصشون هم حرف نداره,satisfied
با سلام حس اطمینان قوت قلب و ارامش خاصی میده به ادم طرز برخوردتون دیسک گردن مادرم کاملا خوب شده و راضی هست . موفق باشید,satisfied
اضطراب و دلشوره و افسردگی شدید داشتم که انصافا با یک نسخه خیلی خوب شدم,satisfied
برا اولین بار رفتم پیششون . جراحی لاپاروسکوپی قراره انجام بدن برام . نتیجشو میگم بهتون . اما برخوردشون که خیلی خوب بود خانوم دکتر مهربون و باحوصله ای هستن و البته جوان,satisfied
باردار هستم ویار خیلی شدید داشتم که بر طرف کردن . بسیار خوب و با اخلاق هستن,satisfied
با سلام خدمت خانم دکتر ، از زحمات شما کمال تشکر و قدردانی را دارم ، واقعا ممنونم ،,satisfied
با عرض سلام ، سرفه های بیش از حد داشتم و خوشبختانه با داروهای آقای دکتر بصیری سرفه هایم خیلی خوب شد .,satisfied
اقای دکتر یدونس رو دستشون ندیدم امیدوارم همیشه سلامت باشند,satisfied
با سلام من هیدروسفالی داشتم به اصطلاح آب مغزم زیاد بود که دکتر عزیزی کار جراحی منو انجام دادن واقعا ازشون ممنونم,satisfied
برا زردی پسرم پیشش رفتیم عالیه,satisfied
آقای دکترعالی هستند,satisfied
التهاب کف پوست سر که خیلی بهبود پیدا کردم,satisfied
با این که نوبت گرفتن سخت بود و کمی شلوغ ولی نتیجه عالی بود,satisfied
ایشون کارشون واقعا عالیه,satisfied
CSR چشمی داشتم و تشخیص ایشان و توصیه هایشان درست بود,satisfied
بارداری تشخیص ایشون عالی بود,satisfied
افتادگی پلک ودر این حال هیچ مشکلی دیگر ندارم,satisfied
اگزمای پوستی و خیلی بهتر شده,satisfied
Pkuنیجه خوب بود,satisfied
بارداری و زایمان آسان,satisfied
برادرم معلولیت ذهنی دارد وتحت درمان ایشان هست,satisfied
اقای دکتر خیلی استادن و قابل احترام,satisfied
ایشان فوق العاده هستن خدا حفظشون کنه,satisfied
افسردگی . بی خوابی . استرس شدید . و خیلی عالی نتیجه گرفتم,satisfied
آقای علی سلام میخوام بدونم چطور میشه دکتری که این همه عمل رایگان انجام میده بخاطر پول گفته که نامه میزنم بری بیمارستان گاندی ؟ پسر عمه من جز بسکتبالیست های بزرگ هست که رباط پاش پاره شد و پیش بهترین دکتر عمل کرد اما تو اولین بازیش باز رباط پاش پاره شد این تقصیر دکتر نیست واقعا مطمعینم شما هم یکم بیشتر به دوره درمانتون و اینکه چطور مراقب بودید فکر کنید متوجه میشید مقصر خود شما بودید . امیدوارم الان بهبودی حاصل شده باشه,satisfied
ارتودنسی کارشون خیلی خوبه .,satisfied
OK Fantastic,satisfied
آکنه شدید ، برای بنده که تشخیص ایشون فوق العاده بود . نتیجه عالی .,satisfied
آلرژی ریه خیلی وقته میام پیش دکتر وخیلی بهترم,satisfied
بامحبت با شخصیت و حاذق,satisfied
با اطمینان میتونم بگم دکتر صرامی نه تنها توی اهواز بلکه توی ایران تکه . . . بی نظیره کارشون حرف نداره آرزوی سلامتی رو براشون دارم,satisfied
افسردگی . پزشک خوبی است .,satisfied
با سلام ، اسید معده داشتم ، با تجویز ایشون خیلی حالم خوب شد,satisfied
اسم خفیف دارم سالی دو مرتبه به دکتر مراجعه میکنم با داروهایی که دکتر برام ویزیت میکنه خیلی بهتر میشم,satisfied
15 ساله تحت نظرشون هستم . کارشون عالیه .,satisfied
ایشان را خوش اخلاق ، صبور و با تجربه دیدم,satisfied
با سلام ، خیلی عالی,satisfied
با سلام بسیار پزشک با اخلاق و متعهد و دقیق در تشخیص و پیگیری بیماری می باشد . خداوند نگهدارشون باشد,satisfied
انحراف چشم . دکتر خوبی هستن,satisfied
برا بارداریم پیشش میرفتم دکتر خیلی حساسی هستن و خیلی مراقبتای خوبی دارن ازین دکترا ک تا نمیری بهت اهمیت نمیدن نیستن . خدا بهشون پاداش کاری ک برای من کردن رو بده ایشالا,satisfied
با سلام ، احتراما به استحضار میرساند پیرو تماس های مکرر انجام شده در خرداد ماه برای گرفتن وقت ویزیت و عدم موفقیت ، با توجه به اینکه منشی شما اعلام فرمودند درتاریخ 01/04/95 جهت گرفتن وقت تماس بگیرم ولی بنده دیروز تمام مدت کاری با شماره های شما تماس گرفتم یا اشغال بود و یا موفق به صحبت با شما نشدم لذا خواهشمندم دستور فرمایید همکاران نسبت به ست نمودن وقت ویزیت برای بنده عنایت فرمایند . پیشاپیش از بذل توجه جنابعالی کمال تشکر و قردانی را دارم .,satisfied
ایشان پزشک توانا و با خلاقی هستند,satisfied
اقای دکتر بی نظیری نه حرف داری نه حریف یه دونه ای بخداااااا,satisfied
باسلام . بسیار مهربان و در تشخیص عالی هستن . مادرم توسط ایشون به طور کامل درمان شدن . خداخیرشون بده,satisfied
با سلام . دکتر خیلی خوبی هست . اهل ریسک و جرات هست اما ریسک با برنامه و حساب وکتاب,satisfied
انحراف چشم داشتم توسط خانم دکتر کرباسی عمل شدموفقیت امیز بود من,satisfied
آی یو آی انجام دادم هنوز نتیجش مشخص نیست . خیلی خانم دکتر محترم و مهربانی هستن .,satisfied
برای جراحی در گرفتگی لگن مراجعه کردهایم و خیلی راضی هستم سه سال پیش,satisfied
آقای دکتر ازلی فوق العاده هستن,satisfied
متعهد و متخصص به معنای واقعی,satisfied
الرژی داشتم ، کهیر میزد کف پام زیر نظر دکتر خوب شدم,satisfied
با سلام . کیستی در بیضه سمت راست داشتم که با توجه به سونوگوگرافی انجام شده مشکلی حادی ظاهرا نبود .,satisfied
آریتمی قلب وکار درمان ایشان عالی بود,satisfied
اپاندیس داشتم تشخیص داده_شد,satisfied
اب اوردن مخچه سرکه خوب شدم,satisfied
ایشان دکتر قابل وتشخیص فوق العاده دارند,satisfied
بر ای بارداری هر چی گفتن درست بود,satisfied
بالون عالی بودن,satisfied
از سال 84 تا الان میشناسمشون دکتر فوق العاده ای هستن,satisfied
moshkel vasvas dashtam va sal ha ranj mibordam ama az natije darman ba doctor besiar razi hastam . ravan darmani vasvas kheily be man komak kard,satisfied
بارداری ، کارشون عالیه,satisfied
با بک بار ویزیت ایشون بیماری و مشکل من رو تشخبص دادند از خصوصیات خوب ایشون که من خوشم امد این بود که هیچ دارویی تجویز نمیکنند البته تا موقعی که نیاز ضروری باشد .,satisfied
افسردگی شدید و مقاوم که طولانی درمان کردم تا دکتر رو پیدا کردم خدا شاهده روز پنجم داروها اثر کرد,satisfied
قابل اعتمادوجدی هستند,satisfied
دکتر خوش برخورد و با دانشی هستند,satisfied
با سلام ، من برای حل مشکل پوستیم پیش دکترهای زیادی رفتم که همشون قبل تشخیص بیماریم فقط کرم های گرون قیمت مینوشتن ، تا اینکه رفتم پیش اقاس دکتر رضاییان و با هزینه کم و تو مدت زمان کم درمان شدم ، واقعا دکتر خوش اخلاق و باسوادی هستن,satisfied
ایشون از بهترین اساتید پزشکی ، با اخلاق و دلسوز هستند .,satisfied
Ms عالی,satisfied
اسکلیوز نوع sداشتم و جداحی کردن از رشد پیشگگیری کردن ولی اصلاح نشده و الان 28 سالم شده,satisfied
ایشون پزشک من هستند و چشمام رو پیش ایشون عمل کردم,satisfied
ام اس داروهاشون برام خوب بود,satisfied
باسلام دیسک 5و6 من مشکل داره قبلا دوبار نزد دکتر هدایتی مراجعه کرده_بودم اما به علت مششکلات شغلی ام چهارسال هست که کرمانشاه نبودم ایشون با همون دوبار ویزیت من اندازه تمام این 4سالی که در تهران به دکتر مراجعه کرده_بودم مثمر ثمر بودن ان شاالله موفق باشند,satisfied
Msو خیلی عالی بود,satisfied
آسم خفیف نتیجه عالی,satisfied
با سلام من مشکل دیسک گردن داشتم ، جناب دکتر توکلی من رو عمل کردن الان 2 ماه از عمل میگذره خداروشکر راضی هستم و واقعا از آقای دکتر ممنونم .,satisfied
باردار بودم ، بهم گفتن قلبت صدای اضافی داره باید بری اکو ، پیش دکتر بازدار رفتم چک کردند و گفتند نیازی به اکو نیست ، مشکلی وجود نداره .,satisfied
اولا بایدازدکتربابت زحمات فراوانش تشکرکرد دوما واقعا خداوکیلی بهترین دکتری هست که تا الان دیدم واقعا کارش عالیه,satisfied
برادرم مشکل ریه داشت وخوب شده,satisfied
باسلام واقعا دکتر خوبیه,satisfied
با یک نسخه درمان شدم واقعا ممنونم ازشون,satisfied
با سلام خدا اجرتون بده خانم دکتر برای سلامتی بنده خیلی زحمت کشیدید از صمیم قلب براتون آرزوی سلامتی دارم,satisfied
باسلام بسیار عالی و با تجربه و تشخیص عالی,satisfied
برا برا دوستم رفتیم تشخیص عابی,satisfied
از هر نظر عالی بود .,satisfied
باسلام مندرسال 1368 دربیمارستان قدس اراک تحت عمل جراحی زانوتوسط ایشون قرارگرفتم عمل ایشون بسیارموفقییت آمیزبود . وخداروشکرمشکلم برطرف شد .,satisfied
بخاطر حساسیت و حالت تهوع دخترم رفتیم و اسهال داشت عالی بود واقعن,satisfied
برا رژیم لاغری رفتم عالی بود,satisfied
باسلام ایشون عالی هستن من و دوتا خواهرم عمل اسلیو و بای پس انجام دادن,satisfied
ایشان فردی حاذق و با تجربه هستند من خیلی ایشان را دوست دارم,satisfied
برای جوش های صورتم آمدم خوب بود روند درمانم,satisfied
باعرض سلام ووقت بخیر درمورد جناب دکتروفاپور باید بگویم ایشان دردرجه اول بعلت تشخیص صحیح به بموقعشان و دیگر تجویز داروهای مناسب درپیشگیری بیماری عملکرد بسیار عالی دارند و ایشان را برای عزیزانی که بیماری مرتبط با تخصصشان رادارند توصیه مینمایم . باارزوی سلامتی برای ایشان و شما عزیزان,satisfied
5سال نازایی داشتم به کمک خانم دکتر باردار شدم,satisfied
ایشون من روعمل میمکتومیکردند بسیار عالی و با تجربه هستن,satisfied
ایشون فوقالعاده متخصص و مهربون هستن,satisfied
ایشان بهترین پزشک هستن وواقعا پنجه طلا هستن پسر 5 ساله من درتصادف جفت پاهایش خورد شده که دستور قطع پایش را داده_بودند ولی به یاری خدا و کمک د کتر منافی الان وبه خوبه,satisfied
آسم داشتم و تا حد خیلی خوبی درمان شد,satisfied
اولین ویزیت بود رفتار دکتر عالی و با روحیه دادن عالی,satisfied
افسردگی و اضراب و ADHD ایشون خیلی دکتر خوب و با حوصله و حاذقی هستند و من 7 سال هست که پیش دکترهای دیگه میرم و هسچ کدوم به اندازه ایشون دارو درمانی خوب برام نداشتند و دنبال درمان واقعی بیمار حس میکنم نیستن ، دست ایشون رو میبوسم که بعد از سالها رنج و عذاب روحی ، به من سلامتی داذند ، خدا پشت و پناهشون,satisfied
دیابت . از ویزیت ایشون راضی بودم,satisfied
ایشون بی نظیرن . کلا همیشه هر مشکلی بوده نتیجه خوب شده,satisfied
استخوان اضافه زانو خیلی خوب شده مرسی دکتر,satisfied
باردار بودم و خانم دکتر خودشون من رو عمل کردن دکتر بسیار خوبی هستن,satisfied
3 سال بود که افسردگی شدید داشتم و تا حد خودکشی پیش رفتم وبا توصیه یکی از دوستان بهشون مراجعه کردم ، درمان شان فوق العاده بود و تاثیر گذار . . کلینیک شون هم مرتب هست,satisfied
از خدمات دکتر راضیم,satisfied
ایشون دکتربسیاربااخلاق باتشخیص عالی,satisfied
اگزمای پوستی . کمی بهترم اما کاملا درمان نشدم,satisfied
ایشان متخصص بسیار حاذق هستند,satisfied
برا جوش صورت مراجعه کردم عالی بودن,satisfied
با سلام وتبر یک سال نو سلامتی وپیروزی شما از خداوند متعال خو اها نم خواهر کو چک شما شفیعی بیمار ستان حافظ,satisfied
ایشان بسیار تشخیص خوب و دقیقی می دهند,satisfied
ایشان چندین نفر از اقوام ما را عمل نموده_اند,satisfied
ایشون بسیار کارشون خوبه و مهربان هستن,satisfied
بارداری . . . مثبت بود,satisfied
ایشان پزشک لایقی هستند,satisfied
التهاب دیسک کمر الحمدلله بعد از عمل بهبودی کامل حاصل شد,satisfied
افسردگی واضطرابم بانوروفیدبک ومشاوره خوب شد بدون قرص ودارو . ازجهرم,satisfied
Bale khob bo,satisfied
بچه ام تشنج داشت الان خوب شده,satisfied
ایشان پزشک واقعا با تجربه ای هستند,satisfied
باسلام کلیه من روزی 1گرم پروتیین دفع میکردالان کمتر شده با داروهایی که تجویزکرده برام ، خیلی دکتر خوب و تو تخصصش وارده,satisfied
باعرض سلام خدمت ایشان نسبت به جراحی ستون فقرات عموی بنده عملکرد بسیار خوبی داشتند متشکرم,satisfied
از مراجعین سابق این مرکز هستم . دلسوز هستن و همه جانبه شرایط را بررسی میکنند . بچه من تو ریاضی ضعیف بود قبلا هم از چند تا مشاور کمک گرفته_بودم ولی آقای محمدی تاکید داشتند که مسیله فقط بچه نیست و در کنار بازی درمانی جلسات زیادی با من و همسرم هم صحبت کردند,satisfied
آریتم و نامنظمی ضربان قلب چند سال . خیلی بهترم . عالی,satisfied
با تجربه مهربون,satisfied
پزشکی بااخلاق و متعهد و متخصص می باشند ودر رشته خود فوق العاده هستند,satisfied
اول خدا بعدم ایشان فوق العاده هستند,satisfied
ایشون فوق العاده عالی هستند در تشخیص درد خیلی مهارت دارند . بنده و خانواده و فامیل هر نوع بیماری داشته_باشیم اول سراغ ایشون میایم چون اگه نیاز به پزشک با تخصص دیگه باشه ایشون خیلی درست تشخیص میده و راهنمایی میکنه درضمن امروز واسه پسرم رفتم اونجا گفته چند روز باید تحت نظر باشم همیشه مرحله به مرحله دارو میده ( ایشالا خدا حفظشان کنه ),satisfied
ازکار ایشان راضی بوده_ام,satisfied
آقای دکتر حرف نداره کارش عالی,satisfied
7سال پیش عمل لیزیک انجام دادم کارشون ، حرف نداشت,satisfied
امرای خوب بود,satisfied
دستش شفا هست,satisfied
الرژی دخترم بهتره خداروشکر,satisfied
با کمترین توضیح بهترین درمان رو میده,satisfied
افسردگی داشته_ام ، بهبودی کام حاصل گردید .,satisfied
ایشان دکتر بسیار با هوش و با سوادی هستن و به تمام موارد روانپزشکی اشراف کامل دارند و چندسالی بود از مشکلات روانپزشکی رنج میبردم که با معرفی ایشان توسط دوستانم توانستم مشکلاتم را حل کنم و بنده خیلی راضی هس هستم,satisfied
انسداد ردوه . بعد عمل عمل حل شد,satisfied
آقای دکتر چیمه بی نظیر ترین و حاذق ترین متخصص اطفال و البته بزرگسالان,satisfied
